Date,TCS,INFY,WIPRO,HCLTECH,HDFCBANK,ICICIBANK,SBIN,AXISBANK,KOTAKBANK,RELIANCE,ITC,MARUTI,SUNPHARMA,LT,BHARTIARTL,ADANIENT,JSWSTEEL,HINDALCO,BAJFINANCE
2020-09-15,2147.5732421875,855.6785278320312,141.66172790527344,630.4182739257812,506.9757385253906,359.3585510253906,181.41177368164062,447.68072509765625,263.6883850097656,1051.439208984375,135.77967834472656,6759.6689453125,477.8147888183594,838.8966674804688,465.8114929199219,287.85076904296875,274.141357421875,170.57591247558594,344.1597900390625
2020-09-16,2157.572509765625,872.4882202148438,143.87411499023438,627.6744384765625,517.9392700195312,362.4052429199219,179.6443328857422,444.1455383300781,263.9771728515625,1054.023681640625,134.92076110839844,6764.60498046875,489.23175048828125,849.8214111328125,462.16595458984375,296.38006591796875,273.24200439453125,177.37965393066406,344.9532470703125
2020-09-17,2121.32470703125,880.5444946289062,143.6667022705078,642.824462890625,513.1796875,356.8922424316406,177.1517791748047,441.05841064453125,259.9340515136719,1042.3251953125,133.3896942138672,6791.345703125,483.09869384765625,835.5316162109375,459.5277404785156,292.9883728027344,271.5381164550781,169.7073516845703,340.0995178222656
2020-09-18,2111.7998046875,872.83642578125,145.87908935546875,644.6536865234375,500.72442626953125,357.42413330078125,174.56861877441406,441.50653076171875,254.35736083984375,1045.4764404296875,133.76312255859375,6675.27880859375,493.8079833984375,830.368896484375,474.44561767578125,290.843505859375,272.3427734375,173.2298583984375,340.378662109375
2020-09-21,2125.0751953125,879.5865478515625,143.7588653564453,638.2915649414062,496.9356689453125,339.1927185058594,168.40524291992188,421.5897216796875,256.4984130859375,1022.8729858398438,131.26116943359375,6351.51904296875,475.2199401855469,812.9907836914062,448.735107421875,276.4285583496094,256.8181457519531,161.31124877929688,326.20928955078125
2020-09-22,2174.7685546875,877.4961547851562,143.92018127441406,652.924560546875,490.3528137207031,342.7712707519531,168.7677764892578,410.2868957519531,253.0528106689453,1002.6045532226562,130.10350036621094,6172.8662109375,480.1264343261719,789.6203002929688,451.80499267578125,279.72052001953125,257.3861083984375,157.74050903320312,323.54974365234375
2020-09-23,2126.927978515625,888.1654052734375,145.11856079101562,647.4370727539062,495.9648742675781,340.3049621582031,166.5924530029297,418.0046691894531,254.01876831054688,1011.514404296875,128.83384704589844,6231.0908203125,474.5122985839844,793.4000854492188,416.1652526855469,282.86285400390625,253.8836669921875,159.67063903808594,317.75567626953125
2020-09-24,2010.3868408203125,849.5382690429688,140.4403076171875,626.9189453125,487.98492431640625,324.68487548828125,159.83995056152344,400.776611328125,248.1831512451172,989.0243530273438,124.3899917602539,6035.95361328125,458.3775329589844,784.273193359375,402.2546691894531,269.794677734375,244.74876403808594,153.54244995117188,296.699951171875
2020-09-25,2088.00927734375,880.9364624023438,144.6807098388672,658.2529296875,494.4256591796875,337.2099609375,165.14227294921875,413.32421875,249.5673828125,998.319580078125,127.52681732177734,6227.64013671875,462.0102844238281,819.8131103515625,421.77740478515625,279.62078857421875,254.02566528320312,156.389404296875,307.4800109863281
2020-09-28,2091.456787109375,880.02197265625,143.59754943847656,664.2573852539062,499.2562255859375,351.089111328125,169.71946716308594,437.423583984375,254.67604064941406,1004.9170532226562,129.4313201904297,6424.408203125,481.3058776855469,832.3511352539062,425.6147766113281,294.9834899902344,262.2138977050781,161.842041015625,326.6990661621094
2020-09-29,2144.987060546875,878.8025512695312,143.5745086669922,646.3634643554688,503.21075439453125,345.3343200683594,167.72543334960938,425.0751953125,251.598876953125,1017.975830078125,126.51854705810547,6462.505859375,477.57891845703125,825.5289306640625,417.8920593261719,297.1781311035156,268.9349365234375,170.23814392089844,322.74163818359375
2020-09-30,2148.34814453125,878.1493530273438,144.51937866210938,645.4487915039062,510.81182861328125,343.10980224609375,168.04266357421875,422.88427734375,252.5847625732422,1013.1242065429688,128.23634338378906,6463.17724609375,472.2006530761719,831.1986083984375,403.83758544921875,296.38006591796875,262.92388916015625,169.12832641601562,321.15960693359375
2020-10-01,2175.2001953125,886.3364868164062,144.28892517089844,646.5224609375,524.238037109375,357.085693359375,172.4839324951172,441.8551330566406,259.9241027832031,1008.9979248046875,127.60153198242188,6513.830078125,478.2865295410156,832.3049926757812,414.774169921875,307.4032897949219,266.99432373046875,168.01849365234375,337.2440490722656
2020-10-05,2332.38427734375,913.3799438476562,153.92202758789062,655.4695434570312,527.7426147460938,360.857666015625,171.07904052734375,442.3032531738281,261.826171875,1003.0806274414062,126.40654754638672,6535.44287109375,493.572021484375,826.9117431640625,407.1953125,325.8085632324219,274.6146545410156,172.79559326171875,331.3764953613281
2020-10-06,2339.71142578125,919.5200805664062,152.12445068359375,659.4061279296875,541.8318481445312,368.111572265625,173.6622314453125,447.78033447265625,266.53643798828125,1002.2418212890625,126.89201354980469,6605.935546875,491.6377258300781,822.9014282226562,409.4018249511719,326.3572692871094,275.7978820800781,170.72068786621094,340.3297119140625
2020-10-07,2358.3740234375,928.9266357421875,154.5442657470703,658.53125,550.4274291992188,370.0943298339844,172.84646606445312,451.21600341796875,263.83770751953125,1023.6210327148438,126.59326171875,6754.0146484375,482.8627014160156,818.568359375,405.2766418457031,329.3001403808594,275.892578125,166.81216430664062,326.3072204589844
2020-10-08,2435.738037109375,952.572998046875,165.67530822753906,675.6297607421875,564.4219970703125,374.78521728515625,173.57159423828125,450.02099609375,262.9215393066406,1015.345947265625,124.83812713623047,6785.595703125,494.5155944824219,812.2532348632812,407.1953125,315.48370361328125,277.3125305175781,168.1632537841797,325.8468322753906
2020-10-09,2424.7470703125,963.9829711914062,172.381591796875,680.5606079101562,584.1943359375,388.3258361816406,179.7349853515625,466.1038513183594,262.8717956542969,1012.716064453125,125.3609390258789,6768.87060546875,483.9478454589844,837.5138549804688,407.914794921875,312.24151611328125,276.4132080078125,164.06170654296875,325.00933837890625
2020-10-12,2439.4443359375,986.0181274414062,173.99478149414062,688.55322265625,574.7698364257812,390.7921447753906,180.09750366210938,466.0540466308594,261.4875793457031,1014.3483276367188,128.60977172851562,6840.0341796875,484.8913879394531,835.024658203125,398.1773986816406,314.5858459472656,269.9288330078125,166.13661193847656,325.9203186035156
2020-10-13,2436.470703125,1008.4019775390625,173.2803955078125,716.0697631835938,567.5712890625,383.248046875,177.3783721923828,459.43170166015625,267.87091064453125,1034.1407470703125,127.0787124633789,6740.59619140625,474.7481994628906,826.4508666992188,398.4172668457031,312.4410705566406,274.4726867675781,167.19818115234375,320.5719299316406
2020-10-14,2432.185302734375,990.285888671875,161.527099609375,708.1567993164062,573.7516479492188,393.451904296875,181.32115173339844,469.3403015136719,269.5439147949219,1037.22412109375,125.32359313964844,6711.31640625,473.8518371582031,843.7366943359375,396.4505920410156,312.64056396484375,275.13525390625,168.114990234375,330.3136291503906
2020-10-15,2372.4541015625,965.2456665039062,157.447998046875,683.9405517578125,553.7425537109375,378.17034912109375,174.7952117919922,460.6764831542969,260.8203430175781,1000.49609375,123.26969909667969,6606.12744140625,462.62359619140625,819.3981323242188,382.9717712402344,306.3558654785156,275.9872131347656,167.58421325683594,314.9051513671875
2020-10-16,2392.104736328125,982.01171875,156.5492401123047,657.815673828125,567.99755859375,383.1030578613281,177.60496520996094,470.43572998046875,266.1979064941406,986.57568359375,123.75518035888672,6608.33203125,459.4154357910156,824.2842407226562,385.3221740722656,306.2560729980469,294.44635009765625,173.51939392089844,316.53118896484375
2020-10-19,2347.306884765625,980.618408203125,158.18548583984375,671.8125610351562,569.9866333007812,403.4139404296875,184.90133666992188,490.90032958984375,274.1944885253906,986.7571411132812,125.65968322753906,6567.1669921875,456.34893798828125,832.3972778320312,381.5327453613281,316.1819763183594,296.76556396484375,176.31808471679688,320.04296875
